level,name,Total population,Population under age 18,Percent under age 18,Population ages 18+,Percent ages 18+,Population ages 65+,Percent ages 65+,Male population,Percent male,Female population,Percent female,White population,Percent white,Black population,Percent black,Latino population,Percent Latino,Other race population,Percent other race,Foreign-born population,Percent foreign-born,Total households,Owner-occupied households,Homeownership rate,Cost-burdened households,Cost-burden rate,Households with 1+ vehicles,"Percent of households, 1+ vehicles",Adults ages 25+,Adults without high school diploma,"Percent of adults, no high school diploma",Adults with bachelor's or higher,"Percent of adults, bachelor's or higher",Median household income,Poverty status known,Population in poverty,Poverty rate,Low-income population,Low-income rate,"Under 18, poverty status known",Children in poverty,Child poverty rate,Low-income children,Child low-income rate,"Ages 65+, poverty status known",Seniors in poverty,Senior poverty rate,Low-income seniors,Senior low-income rate
6_town,Plainfield,15079,2945,0.2,12134,0.8,2342,0.16,7579,0.5,7500,0.5,12705,0.84,580,0.04,888,0.06,906,0.06,894,0.06,6132,4500,0.73,1951,0.32,5748,0.94,10863,873,0.08,1563,0.14,75631,14940,1318,0.09,3547,0.24,2931,346,0.12,992,0.34,2226,223,0.1,561,0.25
6_town,Pomfret,4294,950,0.22,3344,0.78,873,0.2,2106,0.49,2188,0.51,3821,0.89,13,0,174,0.04,286,0.07,360,0.08,1651,1325,0.8,392,0.25,1539,0.93,3092,136,0.04,1451,0.47,105642,4228,257,0.06,536,0.13,946,77,0.08,117,0.12,873,17,0.02,170,0.19
6_town,Putnam,9256,1680,0.18,7576,0.82,1766,0.19,4551,0.49,4705,0.51,7736,0.84,220,0.02,640,0.07,660,0.07,392,0.04,4128,2456,0.59,1275,0.32,3771,0.91,6907,1041,0.15,1443,0.21,67416,9088,963,0.11,2782,0.31,1649,139,0.08,612,0.37,1679,276,0.16,600,0.36
6_town,Scotland,1524,262,0.17,1262,0.83,257,0.17,763,0.5,761,0.5,1201,0.79,1,0,91,0.06,231,0.15,65,0.04,549,469,0.85,137,0.25,544,0.99,1039,55,0.05,302,0.29,94946,1524,63,0.04,175,0.11,262,0,0,25,0.1,257,21,0.08,59,0.23
6_town,Sterling,3601,823,0.23,2778,0.77,534,0.15,2075,0.58,1526,0.42,2927,0.81,146,0.04,209,0.06,319,0.09,124,0.03,1272,1046,0.82,440,0.35,1253,0.99,2433,308,0.13,340,0.14,89167,3601,643,0.18,1089,0.3,823,264,0.32,425,0.52,534,37,0.07,153,0.29
6_town,Thompson,9275,1153,0.12,8122,0.88,2077,0.22,4540,0.49,4735,0.51,8213,0.89,1,0,498,0.05,563,0.06,425,0.05,4006,3277,0.82,944,0.24,3886,0.97,7557,600,0.08,1851,0.24,88421,9237,565,0.06,1554,0.17,1130,91,0.08,248,0.22,2077,154,0.07,422,0.2
6_town,Union,991,197,0.2,794,0.8,227,0.23,425,0.43,566,0.57,912,0.92,0,0,52,0.05,27,0.03,22,0.02,414,383,0.93,124,0.3,401,0.97,760,23,0.03,203,0.27,89375,991,71,0.07,171,0.17,197,34,0.17,88,0.45,227,5,0.02,18,0.08
6_town,Voluntown,2587,436,0.17,2151,0.83,415,0.16,1330,0.51,1257,0.49,2209,0.85,0,0,58,0.02,320,0.12,52,0.02,1099,890,0.81,254,0.23,1008,0.92,1871,78,0.04,474,0.25,92438,2587,172,0.07,536,0.21,436,43,0.1,199,0.46,415,11,0.03,46,0.11
6_town,Woodstock,8267,1623,0.2,6644,0.8,1779,0.22,4204,0.51,4063,0.49,7750,0.94,13,0,357,0.04,147,0.02,195,0.02,3564,2937,0.82,790,0.23,3474,0.97,6128,179,0.03,2885,0.47,104487,8267,389,0.05,814,0.1,1623,72,0.04,110,0.07,1779,103,0.06,249,0.14
6_town,Barkhamsted,3652,658,0.18,2994,0.82,909,0.25,1806,0.49,1846,0.51,3360,0.92,1,0,253,0.07,38,0.01,83,0.02,1372,1250,0.91,259,0.19,1372,1,2698,69,0.03,1411,0.52,119255,3652,172,0.05,213,0.06,658,57,0.09,57,0.09,909,24,0.03,32,0.04
6_town,Burlington,9613,2470,0.26,7143,0.74,1229,0.13,4792,0.5,4821,0.5,8342,0.87,46,0,424,0.04,801,0.08,882,0.09,3252,3017,0.93,539,0.17,3184,0.98,6439,150,0.02,3382,0.53,158357,9599,297,0.03,682,0.07,2456,23,0.01,102,0.04,1229,31,0.03,178,0.14
6_town,Canaan,1140,168,0.15,972,0.85,296,0.26,581,0.51,559,0.49,1039,0.91,11,0.01,47,0.04,43,0.04,66,0.06,494,411,0.83,209,0.44,476,0.96,831,21,0.03,434,0.52,87000,1140,191,0.17,320,0.28,168,11,0.07,47,0.28,296,15,0.05,38,0.13
6_town,Colebrook,1463,240,0.16,1223,0.84,392,0.27,741,0.51,722,0.49,1331,0.91,23,0.02,23,0.02,86,0.06,66,0.05,601,555,0.92,140,0.24,594,0.99,1124,50,0.04,437,0.39,114904,1436,99,0.07,183,0.13,235,37,0.16,53,0.23,392,6,0.02,33,0.08
6_town,Cornwall,1438,215,0.15,1223,0.85,395,0.27,690,0.48,748,0.52,1239,0.86,9,0.01,41,0.03,149,0.1,102,0.07,659,540,0.82,247,0.4,656,1,1109,6,0.01,611,0.55,101339,1438,233,0.16,430,0.3,215,89,0.41,120,0.56,395,9,0.02,55,0.14
6_town,Goshen,3181,586,0.18,2595,0.82,759,0.24,1547,0.49,1634,0.51,2740,0.86,0,0,191,0.06,250,0.08,250,0.08,1209,1064,0.88,251,0.21,1189,0.98,2363,15,0.01,1291,0.55,161354,3181,204,0.06,223,0.07,586,109,0.19,109,0.19,759,0,0,19,0.03
6_town,Hartland,1881,314,0.17,1567,0.83,415,0.22,1039,0.55,842,0.45,1774,0.94,3,0,55,0.03,49,0.03,44,0.02,775,717,0.93,133,0.17,742,0.96,1462,22,0.02,546,0.37,117109,1881,61,0.03,147,0.08,314,0,0,15,0.05,415,16,0.04,46,0.11
6_town,Harwinton,5529,1084,0.2,4445,0.8,1217,0.22,2936,0.53,2593,0.47,5070,0.92,0,0,332,0.06,127,0.02,317,0.06,2149,1966,0.91,498,0.24,2043,0.95,3987,136,0.03,1533,0.38,107440,5523,222,0.04,489,0.09,1078,61,0.06,86,0.08,1217,32,0.03,69,0.06
6_town,Kent,3041,423,0.14,2618,0.86,904,0.3,1577,0.52,1464,0.48,2700,0.89,0,0,132,0.04,209,0.07,251,0.08,1307,944,0.72,197,0.17,1207,0.92,2447,116,0.05,1325,0.54,101023,2943,306,0.1,551,0.19,423,69,0.16,148,0.35,871,26,0.03,91,0.1
6_town,Litchfield,8249,1351,0.16,6898,0.84,2199,0.27,3938,0.48,4311,0.52,7123,0.86,81,0.01,313,0.04,732,0.09,473,0.06,3436,2825,0.82,1053,0.31,3319,0.97,6355,305,0.05,2953,0.46,106912,8160,350,0.04,1234,0.15,1327,30,0.02,184,0.14,2135,82,0.04,402,0.19
6_town,Morris,2100,372,0.18,1728,0.82,553,0.26,1146,0.55,954,0.45,1997,0.95,31,0.01,29,0.01,43,0.02,21,0.01,920,849,0.92,258,0.28,897,0.98,1634,53,0.03,683,0.42,111000,2100,90,0.04,225,0.11,372,0,0,33,0.09,553,23,0.04,61,0.11
6_town,New Hartford,6684,1396,0.21,5288,0.79,1095,0.16,3423,0.51,3261,0.49,6276,0.94,0,0,158,0.02,250,0.04,244,0.04,2652,2285,0.86,470,0.19,2574,0.97,4977,69,0.01,2346,0.47,116618,6684,108,0.02,313,0.05,1396,0,0,19,0.01,1095,37,0.03,139,0.13
6_town,Norfolk,1732,278,0.16,1454,0.84,490,0.28,842,0.49,890,0.51,1447,0.84,16,0.01,151,0.09,118,0.07,96,0.06,737,549,0.74,260,0.36,733,0.99,1417,17,0.01,647,0.46,85859,1727,166,0.1,371,0.21,273,37,0.14,63,0.23,490,32,0.07,88,0.18
6_town,North Canaan,3200,794,0.25,2406,0.75,661,0.21,1607,0.5,1593,0.5,2589,0.81,0,0,422,0.13,189,0.06,239,0.07,1297,856,0.66,505,0.4,1165,0.9,2291,242,0.11,576,0.25,68295,3079,596,0.19,872,0.28,764,222,0.29,246,0.32,575,56,0.1,174,0.3
6_town,Roxbury,2184,310,0.14,1874,0.86,605,0.28,1099,0.5,1085,0.5,1843,0.84,148,0.07,107,0.05,86,0.04,295,0.14,1029,847,0.82,428,0.43,1024,1,1775,23,0.01,1177,0.66,120250,2184,71,0.03,338,0.15,310,0,0,59,0.19,605,31,0.05,115,0.19
6_town,Salisbury,4206,916,0.22,3290,0.78,1113,0.26,1954,0.46,2252,0.54,3561,0.85,150,0.04,207,0.05,288,0.07,399,0.09,1564,1033,0.66,459,0.31,1471,0.94,3058,55,0.02,1693,0.55,99382,4132,200,0.05,620,0.15,916,50,0.05,164,0.18,1058,24,0.02,106,0.1
6_town,Sharon,2710,165,0.06,2545,0.94,1110,0.41,1365,0.5,1345,0.5,2199,0.81,4,0,33,0.01,474,0.17,455,0.17,1439,1048,0.73,465,0.35,1408,0.98,2482,148,0.06,1455,0.59,106951,2680,220,0.08,478,0.18,165,0,0,29,0.18,1080,56,0.05,174,0.16
6_town,Torrington,35481,6247,0.18,29234,0.82,6605,0.19,17653,0.5,17828,0.5,25767,0.73,2070,0.06,4834,0.14,2810,0.08,4230,0.12,15167,10075,0.66,4735,0.32,13777,0.91,26135,2849,0.11,6413,0.25,69611,34787,4731,0.14,10545,0.3,6009,1136,0.19,2556,0.43,6218,802,0.13,1842,0.3
6_town,Warren,1474,183,0.12,1291,0.88,363,0.25,855,0.58,619,0.42,1079,0.73,36,0.02,205,0.14,154,0.1,83,0.06,580,536,0.92,177,0.31,571,0.98,968,38,0.04,496,0.51,119167,1474,72,0.05,175,0.12,183,7,0.04,11,0.06,363,16,0.04,81,0.22
6_town,Washington,3648,738,0.2,2910,0.8,962,0.26,1662,0.46,1986,0.54,2912,0.8,13,0,611,0.17,112,0.03,565,0.15,1395,1050,0.75,419,0.32,1350,0.97,2686,154,0.06,1537,0.57,89135,3550,420,0.12,832,0.23,724,171,0.24,263,0.36,962,30,0.03,181,0.19
6_town,Winchester,10242,1492,0.15,8750,0.85,2829,0.28,5155,0.5,5087,0.5,8917,0.87,184,0.02,874,0.09,267,0.03,676,0.07,5001,3266,0.65,1896,0.39,4541,0.91,8210,478,0.06,2318,0.28,68890,10084,1415,0.14,2508,0.25,1378,129,0.09,385,0.28,2790,390,0.14,674,0.24
6_town,Bethany,5280,1061,0.2,4219,0.8,974,0.18,2718,0.51,2562,0.49,4771,0.9,191,0.04,92,0.02,226,0.04,445,0.08,1816,1738,0.96,394,0.22,1816,1,3725,130,0.03,2193,0.59,153879,5191,38,0.01,231,0.04,974,0,0,0,0,974,20,0.02,127,0.13
6_town,Branford,28090,3970,0.14,24120,0.86,8078,0.29,13531,0.48,14559,0.52,23745,0.85,865,0.03,1506,0.05,1974,0.07,2752,0.1,13103,8759,0.67,4502,0.35,12429,0.95,22723,818,0.04,11249,0.5,97223,27826,1843,0.07,4374,0.16,3920,371,0.09,599,0.15,7871,484,0.06,1442,0.18
6_town,East Haven,27729,4751,0.17,22978,0.83,5665,0.2,12967,0.47,14762,0.53,20283,0.73,1043,0.04,5348,0.19,1055,0.04,2884,0.1,11282,8454,0.75,3973,0.36,10556,0.94,20768,1724,0.08,5201,0.25,86498,27434,2198,0.08,5971,0.22,4658,405,0.09,1230,0.26,5484,646,0.12,1467,0.27
6_town,Guilford,22037,4773,0.22,17264,0.78,5774,0.26,11047,0.5,10990,0.5,19082,0.87,350,0.02,970,0.04,1635,0.07,1808,0.08,8770,7448,0.85,2722,0.31,8541,0.97,16012,359,0.02,9224,0.58,130036,21905,674,0.03,2506,0.11,4772,72,0.02,500,0.1,5653,232,0.04,1039,0.18
6_town,Hamden,60297,10522,0.17,49775,0.83,10684,0.18,28937,0.48,31360,0.52,33070,0.55,14150,0.23,8043,0.13,5034,0.08,7944,0.13,23195,14406,0.62,8095,0.36,21354,0.92,41017,2375,0.06,19132,0.47,92176,55000,5160,0.09,11717,0.21,10255,1079,0.11,2712,0.26,10227,685,0.07,2185,0.21
6_town,Madison,17577,3334,0.19,14243,0.81,4307,0.25,8820,0.5,8757,0.5,15414,0.88,157,0.01,519,0.03,1487,0.08,1509,0.09,6879,6230,0.91,1672,0.25,6696,0.97,13211,187,0.01,9479,0.72,168341,17422,332,0.02,781,0.04,3310,0,0,0,0,4231,130,0.03,352,0.08
6_town,Meriden,60418,13049,0.22,47369,0.78,9224,0.15,29072,0.48,31346,0.52,29710,0.49,4463,0.07,22777,0.38,3468,0.06,6417,0.11,24709,14798,0.6,9287,0.38,22228,0.9,42163,5754,0.14,9363,0.22,68617,59733,8461,0.14,20565,0.34,12935,2927,0.23,6987,0.54,8761,848,0.1,2604,0.3
6_town,Milford,52340,8832,0.17,43508,0.83,11253,0.21,25224,0.48,27116,0.52,42012,0.8,1357,0.03,4679,0.09,4292,0.08,5436,0.1,22098,16971,0.77,6615,0.3,21186,0.96,39912,1597,0.04,19496,0.49,109580,51921,2305,0.04,6037,0.12,8758,371,0.04,1081,0.12,10982,549,0.05,1554,0.14
6_town,New Haven,132893,28710,0.22,104183,0.78,15578,0.12,63515,0.48,69378,0.52,38974,0.29,38597,0.29,41503,0.31,13819,0.1,23526,0.18,53424,15157,0.28,25205,0.49,39799,0.74,84441,11853,0.14,31866,0.38,53771,125166,31269,0.25,58011,0.46,28075,10060,0.36,17732,0.63,15195,2895,0.19,6993,0.46
6_town,North Branford,13487,2518,0.19,10969,0.81,3043,0.23,6763,0.5,6724,0.5,12102,0.9,61,0,578,0.04,746,0.06,697,0.05,5015,4424,0.88,1315,0.27,4856,0.97,9772,443,0.05,3465,0.35,113687,13439,463,0.03,1680,0.13,2505,34,0.01,231,0.09,3016,160,0.05,590,0.2
6_town,North Haven,24177,5082,0.21,19095,0.79,5443,0.23,12205,0.5,11972,0.5,19110,0.79,890,0.04,1735,0.07,2442,0.1,2724,0.11,9627,7822,0.81,2256,0.24,9222,0.96,17779,835,0.05,8425,0.47,126807,24058,1120,0.05,2899,0.12,5028,279,0.06,647,0.13,5399,265,0.05,802,0.15
6_town,Orange,14251,3359,0.24,10892,0.76,3144,0.22,6633,0.47,7618,0.53,11442,0.8,633,0.04,514,0.04,1662,0.12,2017,0.14,5252,4671,0.89,1405,0.27,5034,0.96,9833,298,0.03,5810,0.59,145625,14201,437,0.03,1074,0.08,3359,73,0.02,321,0.1,3097,209,0.07,358,0.12
6_town,Wallingford,44039,7970,0.18,36069,0.82,9626,0.22,21196,0.48,22843,0.52,35248,0.8,913,0.02,4866,0.11,3012,0.07,4867,0.11,18654,13506,0.72,5145,0.28,17756,0.95,33351,2149,0.06,13011,0.39,101572,43435,2498,0.06,5783,0.13,7951,412,0.05,832,0.1,9193,845,0.09,2353,0.26
6_town,West Haven,55147,11863,0.22,43284,0.78,8373,0.15,26568,0.48,28579,0.52,25728,0.47,10019,0.18,14605,0.26,4795,0.09,11441,0.21,20730,10589,0.51,7888,0.39,18484,0.89,35813,4393,0.12,10399,0.29,73566,52099,6504,0.12,15669,0.3,11734,1713,0.15,4733,0.4,8207,785,0.1,1806,0.22
6_town,Woodbridge,9041,2366,0.26,6675,0.74,1958,0.22,4743,0.52,4298,0.48,6929,0.77,266,0.03,538,0.06,1308,0.14,1428,0.16,3185,2935,0.92,620,0.2,3004,0.94,6405,162,0.03,4710,0.74,201926,8947,154,0.02,501,0.06,2355,15,0.01,91,0.04,1889,101,0.05,179,0.09
6_town,Bozrah,2373,496,0.21,1877,0.79,440,0.19,1250,0.53,1123,0.47,2183,0.92,3,0,99,0.04,88,0.04,35,0.01,938,798,0.85,166,0.18,913,0.97,1739,40,0.02,569,0.33,110250,2369,234,0.1,463,0.2,492,109,0.22,175,0.36,440,15,0.03,68,0.15
6_town,Colchester,15505,3472,0.22,12033,0.78,2843,0.18,8051,0.52,7454,0.48,13867,0.89,334,0.02,773,0.05,531,0.03,967,0.06,6138,4789,0.78,1435,0.24,5871,0.96,11207,483,0.04,5207,0.46,118839,15354,640,0.04,1724,0.11,3472,32,0.01,196,0.06,2712,207,0.08,514,0.19
6_town,East Lyme,18638,3207,0.17,15431,0.83,4816,0.26,8458,0.45,10180,0.55,15030,0.81,328,0.02,1100,0.06,2180,0.12,1768,0.09,7894,6057,0.77,2319,0.3,7699,0.98,14364,455,0.03,7225,0.5,107667,17674,859,0.05,1975,0.11,3191,139,0.04,220,0.07,4695,321,0.07,896,0.19
6_town,Franklin,1925,505,0.26,1420,0.74,342,0.18,961,0.5,964,0.5,1505,0.78,107,0.06,89,0.05,224,0.12,25,0.01,725,621,0.86,136,0.2,673,0.93,1336,53,0.04,386,0.29,100179,1897,154,0.08,318,0.17,477,66,0.14,85,0.18,342,30,0.09,79,0.23
6_town,Griswold,11484,2118,0.18,9366,0.82,1953,0.17,5621,0.49,5863,0.51,10006,0.87,25,0,601,0.05,852,0.07,326,0.03,4901,3710,0.76,1469,0.31,4558,0.93,8544,680,0.08,1530,0.18,80694,11482,853,0.07,2554,0.22,2118,99,0.05,635,0.3,1953,88,0.05,448,0.23
6_town,Groton,38086,6992,0.18,31094,0.82,7292,0.19,20637,0.54,17449,0.46,26766,0.7,1830,0.05,4631,0.12,4859,0.13,3364,0.09,16499,8561,0.52,5249,0.32,15317,0.93,26392,1528,0.06,11137,0.42,83547,36323,3650,0.1,8927,0.25,6893,933,0.14,2607,0.38,6998,486,0.07,1317,0.19
6_town,Lebanon,7137,1346,0.19,5791,0.81,1464,0.21,3448,0.48,3689,0.52,6576,0.92,0,0,333,0.05,228,0.03,340,0.05,2821,2356,0.84,558,0.21,2821,1,5308,259,0.05,1986,0.37,106594,7135,381,0.05,1425,0.2,1345,105,0.08,429,0.32,1464,77,0.05,267,0.18
6_town,Ledyard,15394,4114,0.27,11280,0.73,2375,0.15,8004,0.52,7390,0.48,11932,0.78,463,0.03,1369,0.09,1630,0.11,723,0.05,5504,4750,0.86,1400,0.26,5317,0.97,10342,341,0.03,4106,0.4,107774,15381,1149,0.07,2294,0.15,4104,502,0.12,779,0.19,2375,167,0.07,445,0.19
6_town,Lisbon,4213,975,0.23,3238,0.77,853,0.2,2171,0.52,2042,0.48,3961,0.94,1,0,61,0.01,190,0.05,60,0.01,1626,1540,0.95,518,0.33,1593,0.98,2962,151,0.05,629,0.21,94302,4211,307,0.07,997,0.24,975,92,0.09,375,0.38,853,106,0.12,232,0.27
6_town,Montville,18006,3182,0.18,14824,0.82,2976,0.17,9300,0.52,8706,0.48,13430,0.75,894,0.05,1510,0.08,2172,0.12,1252,0.07,6610,5441,0.82,1799,0.28,6161,0.93,13109,1037,0.08,3266,0.25,87752,16968,1363,0.08,3053,0.18,3136,372,0.12,749,0.24,2807,159,0.06,525,0.19
6_town,New London,27199,4803,0.18,22396,0.82,3917,0.14,12908,0.47,14291,0.53,12182,0.45,3664,0.13,9368,0.34,1985,0.07,5206,0.19,11569,4634,0.4,4840,0.43,9746,0.84,17505,2095,0.12,5067,0.29,60123,24011,5036,0.21,9146,0.38,4624,1597,0.35,2558,0.55,3761,334,0.09,956,0.25
6_town,North Stonington,5154,898,0.17,4256,0.83,1233,0.24,2666,0.52,2488,0.48,4453,0.86,2,0,504,0.1,195,0.04,258,0.05,2051,1889,0.92,505,0.25,1959,0.96,3821,166,0.04,1564,0.41,115069,5151,310,0.06,852,0.17,897,75,0.08,82,0.09,1233,0,0,238,0.19
6_town,Norwich,39992,8439,0.21,31553,0.79,7147,0.18,19954,0.5,20038,0.5,22375,0.56,4026,0.1,8573,0.21,5018,0.13,5833,0.15,16840,9102,0.54,6629,0.4,14840,0.88,28082,3442,0.12,6348,0.23,64185,39687,5921,0.15,13144,0.33,8303,1844,0.22,3687,0.44,6999,653,0.09,2237,0.32
6_town,Preston,4812,945,0.2,3867,0.8,1105,0.23,2336,0.49,2476,0.51,4471,0.93,52,0.01,155,0.03,134,0.03,158,0.03,1897,1752,0.92,433,0.23,1893,1,3473,148,0.04,953,0.27,109375,4793,78,0.02,544,0.11,926,0,0,99,0.11,1105,49,0.04,231,0.21
6_town,Salem,4247,1005,0.24,3242,0.76,782,0.18,2204,0.52,2043,0.48,3761,0.89,56,0.01,173,0.04,257,0.06,290,0.07,1673,1470,0.88,445,0.28,1660,0.99,2976,35,0.01,1566,0.53,118378,4236,268,0.06,459,0.11,1000,96,0.1,132,0.13,782,18,0.02,52,0.07
6_town,Sprague,2945,668,0.23,2277,0.77,512,0.17,1416,0.48,1529,0.52,2306,0.78,120,0.04,292,0.1,227,0.08,110,0.04,1081,719,0.67,234,0.22,1081,1,2133,252,0.12,447,0.21,89838,2873,337,0.12,651,0.23,596,103,0.17,180,0.3,512,17,0.03,70,0.14
6_town,Stonington,18381,3292,0.18,15089,0.82,5169,0.28,9175,0.5,9206,0.5,15699,0.85,413,0.02,573,0.03,1696,0.09,924,0.05,8364,5986,0.72,2249,0.28,7982,0.95,14271,406,0.03,7375,0.52,108922,18103,1084,0.06,2793,0.15,3292,312,0.09,649,0.2,4996,292,0.06,844,0.17
6_town,Waterford,19629,3674,0.19,15955,0.81,4395,0.22,9707,0.49,9922,0.51,16265,0.83,488,0.02,1135,0.06,1741,0.09,1125,0.06,8047,6501,0.81,1998,0.25,7621,0.95,14667,607,0.04,5791,0.39,109485,19254,903,0.05,3049,0.16,3634,229,0.06,733,0.2,4137,154,0.04,661,0.16
6_town,Windham,23905,4490,0.19,19415,0.81,3529,0.15,11477,0.48,12428,0.52,12234,0.51,1041,0.04,9602,0.4,1028,0.04,1895,0.08,9399,4247,0.45,3828,0.43,8345,0.89,14893,2325,0.16,3126,0.21,55034,21469,4790,0.22,9917,0.46,4476,1278,0.29,2868,0.64,3276,304,0.09,931,0.28
6_town,Bethel,20498,4581,0.22,15917,0.78,3165,0.15,10221,0.5,10277,0.5,13300,0.65,1328,0.06,2858,0.14,3012,0.15,4299,0.21,7538,5955,0.79,2566,0.34,7082,0.94,14151,1266,0.09,6308,0.45,115135,20325,870,0.04,3857,0.19,4556,159,0.03,1287,0.28,3039,183,0.06,648,0.21
6_town,Bridgewater,1670,219,0.13,1451,0.87,594,0.36,843,0.5,827,0.5,1549,0.93,30,0.02,37,0.02,54,0.03,152,0.09,703,643,0.91,124,0.18,688,0.98,1375,27,0.02,809,0.59,156682,1670,42,0.03,67,0.04,219,0,0,0,0,594,26,0.04,41,0.07
6_town,Brookfield,17490,3872,0.22,13618,0.78,3704,0.21,8178,0.47,9312,0.53,13900,0.79,637,0.04,1533,0.09,1420,0.08,2362,0.14,6542,5596,0.86,1614,0.25,6310,0.96,12688,445,0.04,6882,0.54,142432,17361,1007,0.06,1956,0.11,3807,299,0.08,572,0.15,3640,149,0.04,363,0.1
6_town,Danbury,86086,16891,0.2,69195,0.8,14244,0.17,43523,0.51,42563,0.49,37701,0.44,9682,0.11,26787,0.31,11916,0.14,29877,0.35,32652,17939,0.55,13538,0.43,30066,0.92,60408,9817,0.16,20848,0.35,83422,83577,9301,0.11,22348,0.27,16703,2806,0.17,6400,0.38,13862,1347,0.1,3262,0.24
6_town,Darien,21683,6763,0.31,14920,0.69,3046,0.14,10938,0.5,10745,0.5,17947,0.83,89,0,1164,0.05,2483,0.11,2413,0.11,7111,5908,0.83,2034,0.29,6984,0.98,13383,216,0.02,11462,0.86,250001,21676,1293,0.06,1705,0.08,6756,415,0.06,490,0.07,3046,134,0.04,286,0.09
6_town,Greenwich,63505,16199,0.26,47306,0.74,11311,0.18,30210,0.48,33295,0.52,44267,0.7,2110,0.03,8603,0.14,8525,0.13,14104,0.22,22800,15684,0.69,7722,0.35,21861,0.96,42871,1649,0.04,31022,0.72,198458,63137,3390,0.05,8214,0.13,16190,965,0.06,2355,0.15,11014,531,0.05,1529,0.14
6_town,New Canaan,20704,5699,0.28,15005,0.72,3326,0.16,9795,0.47,10909,0.53,17179,0.83,362,0.02,976,0.05,2187,0.11,2932,0.14,7021,5870,0.84,2466,0.36,6746,0.96,13325,211,0.02,11039,0.83,250001,20643,680,0.03,1505,0.07,5689,114,0.02,278,0.05,3295,197,0.06,365,0.11
6_town,New Fairfield,13558,3507,0.26,10051,0.74,2290,0.17,6818,0.5,6740,0.5,10129,0.75,537,0.04,1806,0.13,1086,0.08,1588,0.12,4500,4061,0.9,1363,0.3,4476,0.99,8527,473,0.06,3869,0.45,143864,13473,553,0.04,1461,0.11,3422,103,0.03,334,0.1,2290,156,0.07,357,0.16
6_town,New Milford,28161,6279,0.22,21882,0.78,4557,0.16,13195,0.47,14966,0.53,21838,0.78,1053,0.04,3333,0.12,1937,0.07,3420,0.12,10523,8478,0.81,3720,0.36,10196,0.97,19465,1008,0.05,7892,0.41,103630,27983,2125,0.08,4385,0.16,6279,469,0.07,1215,0.19,4421,258,0.06,666,0.15
6_town,Newtown,27384,6140,0.22,21244,0.78,5110,0.19,13824,0.5,13560,0.5,22163,0.81,619,0.02,2845,0.1,1757,0.06,2068,0.08,9496,8533,0.9,2690,0.29,9181,0.97,18911,789,0.04,10562,0.56,148067,26804,1264,0.05,2627,0.1,6123,391,0.06,646,0.11,4986,307,0.06,692,0.14
6_town,Norwalk,91375,17765,0.19,73610,0.81,15013,0.16,45386,0.5,45989,0.5,39052,0.43,16026,0.18,28680,0.31,7617,0.08,27332,0.3,35476,19553,0.55,14009,0.4,32691,0.92,66348,7390,0.11,29575,0.45,105301,90768,9184,0.1,20348,0.22,17416,2751,0.16,5845,0.34,14781,996,0.07,3042,0.21
6_town,Redding,8756,1723,0.2,7033,0.8,2261,0.26,4437,0.51,4319,0.49,7117,0.81,63,0.01,787,0.09,789,0.09,779,0.09,3473,3111,0.9,1112,0.33,3366,0.97,6586,68,0.01,4778,0.73,176719,8601,315,0.04,786,0.09,1723,58,0.03,136,0.08,2113,104,0.05,251,0.12
6_town,Ridgefield,24992,6170,0.25,18822,0.75,4817,0.19,11948,0.48,13044,0.52,20682,0.83,562,0.02,1527,0.06,2221,0.09,3086,0.12,9237,7782,0.84,2984,0.33,8717,0.94,17380,448,0.03,12483,0.72,168810,24898,785,0.03,2737,0.11,6170,83,0.01,748,0.12,4748,352,0.07,767,0.16
6_town,Sherman,3508,479,0.14,3029,0.86,1071,0.31,2002,0.57,1506,0.43,2975,0.85,26,0.01,235,0.07,272,0.08,279,0.08,1592,1525,0.96,385,0.24,1447,0.91,2838,110,0.04,1764,0.62,107375,3508,101,0.03,329,0.09,479,4,0.01,69,0.14,1071,48,0.04,99,0.09
6_town,Stamford,135806,24810,0.18,110996,0.82,21538,0.16,66141,0.49,69665,0.51,57727,0.43,26163,0.19,38165,0.28,13751,0.1,43173,0.32,54165,25756,0.48,23022,0.43,48992,0.9,98123,11348,0.12,50736,0.52,107474,134458,12816,0.1,31774,0.24,24206,3339,0.14,8184,0.34,21010,1906,0.09,5092,0.24
6_town,Weston,10335,2789,0.27,7546,0.73,1573,0.15,5024,0.49,5311,0.51,8101,0.78,284,0.03,924,0.09,1026,0.1,1685,0.16,3549,3475,0.98,1220,0.35,3531,0.99,6927,90,0.01,5588,0.81,250001,10335,204,0.02,430,0.04,2789,38,0.01,85,0.03,1573,27,0.02,89,0.06
6_town,Westport,27282,7617,0.28,19665,0.72,5068,0.19,13412,0.49,13870,0.51,21614,0.79,590,0.02,2444,0.09,2634,0.1,4302,0.16,9698,8443,0.87,3064,0.32,9492,0.98,18116,446,0.02,14074,0.78,250001,27075,983,0.04,1882,0.07,7484,173,0.02,388,0.05,5028,289,0.06,566,0.11
6_town,Wilton,18439,4868,0.26,13571,0.74,3026,0.16,9297,0.5,9142,0.5,13816,0.75,703,0.04,1161,0.06,2759,0.15,3211,0.17,6203,5448,0.88,1701,0.28,6045,0.97,12104,258,0.02,8947,0.74,227165,18200,459,0.03,981,0.05,4837,40,0.01,62,0.01,2893,94,0.03,313,0.11
